unit_id,seed,status,total_area,usable_area,corridor_area,score,area_score,room_quality_score,circulation_score,layout_score,compliance_score,failures,warnings
A000,0,valid,32.5,21.72,10.78,0.8474,0.6683,0.8786,0.85,1.0,1.0,,
